,birth_date,contact_details_0_type,contact_details_0_value,contact_details_1_type,contact_details_1_value,contact_details_2_type,contact_details_2_value,death_date,email,family_name,gender,given_name,honorific_prefix,id,identifiers_0_identifier,identifiers_0_scheme,identifiers_10_identifier,identifiers_10_scheme,identifiers_11_identifier,identifiers_11_scheme,identifiers_12_identifier,identifiers_12_scheme,identifiers_13_identifier,identifiers_13_scheme,identifiers_14_identifier,identifiers_14_scheme,identifiers_15_identifier,identifiers_15_scheme,identifiers_16_identifier,identifiers_16_scheme,identifiers_17_identifier,identifiers_17_scheme,identifiers_18_identifier,identifiers_18_scheme,identifiers_19_identifier,identifiers_19_scheme,identifiers_1_identifier,identifiers_1_scheme,identifiers_20_identifier,identifiers_20_scheme,identifiers_21_identifier,identifiers_21_scheme,identifiers_2_identifier,identifiers_2_scheme,identifiers_3_identifier,identifiers_3_scheme,identifiers_4_identifier,identifiers_4_scheme,identifiers_5_identifier,identifiers_5_scheme,identifiers_6_identifier,identifiers_6_scheme,identifiers_7_identifier,identifiers_7_scheme,identifiers_8_identifier,identifiers_8_scheme,identifiers_9_identifier,identifiers_9_scheme,image,images_0_url,images_1_url,links_0_note,links_0_url,links_10_note,links_10_url,links_11_note,links_11_url,links_12_note,links_12_url,links_13_note,links_13_url,links_14_note,links_14_url,links_15_note,links_15_url,links_16_note,links_16_url,links_17_note,links_17_url,links_18_note,links_18_url,links_19_note,links_19_url,links_1_note,links_1_url,links_20_note,links_20_url,links_21_note,links_21_url,links_22_note,links_22_url,links_23_note,links_23_url,links_24_note,links_24_url,links_25_note,links_25_url,links_26_note,links_26_url,links_27_note,links_27_url,links_28_note,links_28_url,links_29_note,links_29_url,links_2_note,links_2_url,links_30_note,links_30_url,links_31_note,links_31_url,links_32_note,links_32_url,links_33_note,links_33_url,links_34_note,links_34_url,links_35_note,links_35_url,links_36_note,links_36_url,links_37_note,links_37_url,links_38_note,links_38_url,links_39_note,links_39_url,links_3_note,links_3_url,links_40_note,links_40_url,links_41_note,links_41_url,links_42_note,links_42_url,links_43_note,links_43_url,links_44_note,links_44_url,links_45_note,links_45_url,links_46_note,links_46_url,links_47_note,links_47_url,links_48_note,links_48_url,links_49_note,links_49_url,links_4_note,links_4_url,links_50_note,links_50_url,links_51_note,links_51_url,links_52_note,links_52_url,links_53_note,links_53_url,links_54_note,links_54_url,links_55_note,links_55_url,links_56_note,links_56_url,links_57_note,links_57_url,links_58_note,links_58_url,links_59_note,links_59_url,links_5_note,links_5_url,links_60_note,links_60_url,links_61_note,links_61_url,links_62_note,links_62_url,links_63_note,links_63_url,links_64_note,links_64_url,links_65_note,links_65_url,links_66_note,links_66_url,links_67_note,links_67_url,links_68_note,links_68_url,links_69_note,links_69_url,links_6_note,links_6_url,links_70_note,links_70_url,links_71_note,links_71_url,links_72_note,links_72_url,links_73_note,links_73_url,links_74_note,links_74_url,links_75_note,links_75_url,links_76_note,links_76_url,links_77_note,links_77_url,links_78_note,links_78_url,links_79_note,links_79_url,links_7_note,links_7_url,links_80_note,links_80_url,links_81_note,links_81_url,links_82_note,links_82_url,links_83_note,links_83_url,links_84_note,links_84_url,links_85_note,links_85_url,links_86_note,links_86_url,links_87_note,links_87_url,links_88_note,links_88_url,links_89_note,links_89_url,links_8_note,links_8_url,links_90_note,links_90_url,links_91_note,links_91_url,links_92_note,links_92_url,links_93_note,links_93_url,links_94_note,links_94_url,links_95_note,links_95_url,links_9_note,links_9_url,name,other_names_0_lang,other_names_0_name,other_names_0_note,other_names_100_lang,other_names_100_name,other_names_100_note,other_names_101_lang,other_names_101_name,other_names_101_note,other_names_10_lang,other_names_10_name,other_names_10_note,other_names_11_lang,other_names_11_name,other_names_11_note,other_names_12_lang,other_names_12_name,other_names_12_note,other_names_13_lang,other_names_13_name,other_names_13_note,other_names_14_lang,other_names_14_name,other_names_14_note,other_names_15_lang,other_names_15_name,other_names_15_note,other_names_16_lang,other_names_16_name,other_names_16_note,other_names_17_lang,other_names_17_name,other_names_17_note,other_names_18_lang,other_names_18_name,other_names_18_note,other_names_19_lang,other_names_19_name,other_names_19_note,other_names_1_lang,other_names_1_name,other_names_1_note,other_names_20_lang,other_names_20_name,other_names_20_note,other_names_21_lang,other_names_21_name,other_names_21_note,other_names_22_lang,other_names_22_name,other_names_22_note,other_names_23_lang,other_names_23_name,other_names_23_note,other_names_24_lang,other_names_24_name,other_names_24_note,other_names_25_lang,other_names_25_name,other_names_25_note,other_names_26_lang,other_names_26_name,other_names_26_note,other_names_27_lang,other_names_27_name,other_names_27_note,other_names_28_lang,other_names_28_name,other_names_28_note,other_names_29_lang,other_names_29_name,other_names_29_note,other_names_2_lang,other_names_2_name,other_names_2_note,other_names_30_lang,other_names_30_name,other_names_30_note,other_names_31_lang,other_names_31_name,other_names_31_note,other_names_32_lang,other_names_32_name,other_names_32_note,other_names_33_lang,other_names_33_name,other_names_33_note,other_names_34_lang,other_names_34_name,other_names_34_note,other_names_35_lang,other_names_35_name,other_names_35_note,other_names_36_lang,other_names_36_name,other_names_36_note,other_names_37_lang,other_names_37_name,other_names_37_note,other_names_38_lang,other_names_38_name,other_names_38_note,other_names_39_lang,other_names_39_name,other_names_39_note,other_names_3_lang,other_names_3_name,other_names_3_note,other_names_40_lang,other_names_40_name,other_names_40_note,other_names_41_lang,other_names_41_name,other_names_41_note,other_names_42_lang,other_names_42_name,other_names_42_note,other_names_43_lang,other_names_43_name,other_names_43_note,other_names_44_lang,other_names_44_name,other_names_44_note,other_names_45_lang,other_names_45_name,other_names_45_note,other_names_46_lang,other_names_46_name,other_names_46_note,other_names_47_lang,other_names_47_name,other_names_47_note,other_names_48_lang,other_names_48_name,other_names_48_note,other_names_49_lang,other_names_49_name,other_names_49_note,other_names_4_lang,other_names_4_name,other_names_4_note,other_names_50_lang,other_names_50_name,other_names_50_note,other_names_51_lang,other_names_51_name,other_names_51_note,other_names_52_lang,other_names_52_name,other_names_52_note,other_names_53_lang,other_names_53_name,other_names_53_note,other_names_54_lang,other_names_54_name,other_names_54_note,other_names_55_lang,other_names_55_name,other_names_55_note,other_names_56_lang,other_names_56_name,other_names_56_note,other_names_57_lang,other_names_57_name,other_names_57_note,other_names_58_lang,other_names_58_name,other_names_58_note,other_names_59_lang,other_names_59_name,other_names_59_note,other_names_5_lang,other_names_5_name,other_names_5_note,other_names_60_lang,other_names_60_name,other_names_60_note,other_names_61_lang,other_names_61_name,other_names_61_note,other_names_62_lang,other_names_62_name,other_names_62_note,other_names_63_lang,other_names_63_name,other_names_63_note,other_names_64_lang,other_names_64_name,other_names_64_note,other_names_65_lang,other_names_65_name,other_names_65_note,other_names_66_lang,other_names_66_name,other_names_66_note,other_names_67_lang,other_names_67_name,other_names_67_note,other_names_68_lang,other_names_68_name,other_names_68_note,other_names_69_lang,other_names_69_name,other_names_69_note,other_names_6_lang,other_names_6_name,other_names_6_note,other_names_70_lang,other_names_70_name,other_names_70_note,other_names_71_lang,other_names_71_name,other_names_71_note,other_names_72_lang,other_names_72_name,other_names_72_note,other_names_73_lang,other_names_73_name,other_names_73_note,other_names_74_lang,other_names_74_name,other_names_74_note,other_names_75_lang,other_names_75_name,other_names_75_note,other_names_76_lang,other_names_76_name,other_names_76_note,other_names_77_lang,other_names_77_name,other_names_77_note,other_names_78_lang,other_names_78_name,other_names_78_note,other_names_79_lang,other_names_79_name,other_names_79_note,other_names_7_lang,other_names_7_name,other_names_7_note,other_names_80_lang,other_names_80_name,other_names_80_note,other_names_81_lang,other_names_81_name,other_names_81_note,other_names_82_lang,other_names_82_name,other_names_82_note,other_names_83_lang,other_names_83_name,other_names_83_note,other_names_84_lang,other_names_84_name,other_names_84_note,other_names_85_lang,other_names_85_name,other_names_85_note,other_names_86_lang,other_names_86_name,other_names_86_note,other_names_87_lang,other_names_87_name,other_names_87_note,other_names_88_lang,other_names_88_name,other_names_88_note,other_names_89_lang,other_names_89_name,other_names_89_note,other_names_8_lang,other_names_8_name,other_names_8_note,other_names_90_lang,other_names_90_name,other_names_90_note,other_names_91_lang,other_names_91_name,other_names_91_note,other_names_92_lang,other_names_92_name,other_names_92_note,other_names_93_lang,other_names_93_name,other_names_93_note,other_names_94_lang,other_names_94_name,other_names_94_note,other_names_95_lang,other_names_95_name,other_names_95_note,other_names_96_lang,other_names_96_name,other_names_96_note,other_names_97_lang,other_names_97_name,other_names_97_note,other_names_98_lang,other_names_98_name,other_names_98_note,other_names_99_lang,other_names_99_name,other_names_99_note,other_names_9_lang,other_names_9_name,other_names_9_note,sort_name
0,1964-07-31,,,,,,,,,Thomson,male,Craig,,c14157c6-14c3-444b-8b9a-0a23afa2fabe,10630,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10630,openaustralia,,,,,Q3696471,wikidata,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Craig_Thomson.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Craig_Thomson.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Craig_Thomson_(politician),,,,,,,,,,,,,,,,,,,,,Wikipedia (it),https://it.wikipedia.org/wiki/Craig_Thomson_(politico),,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Craig_Thomson_(politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Craig Thomson,da,Craig Thomson,multilingual,,,,,,,ru,Крэйг Томсон,multilingual,sv,Craig Thomson,multilingual,zh,克拉格·托馬森,multilingual,,,,,,,,,,,,,,,,,,,,,,de,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nb,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Craig Thomson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nn,Craig Thomson,multilingual,"Thomson, Craig"
0,1935-12-02,,,,,,,,,Spender,male,John,,c1c53344-9caa-4a1c-afb4-53bfee35d42e,10603,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10603,openaustralia,,,,,Q6258649,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/John_Spender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Spender,de,John Spender,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,John Spender,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,John Spender,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,John Spender,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,John Spender,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,John Spender,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spender, John"
0,1966-01-26,email,B.Billson.MP@aph.gov.au,twitter,BruceBillsonMP,,,,B.Billson.MP@aph.gov.au,Billson,male,Bruce,,c21652aa-ee0a-4032-8306-92b0fb2830ba,1K6,aph,,,,,,,,,,,,,,,,,,,,,10041,everypolitician_legacy,,,,,/m/02pz6z,freebase,10041,openaustralia,Q4977155,wikidata,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/1K6/upload_ref_binary/1K6.JPG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/1K6/upload_ref_binary/1K6.JPG,https://upload.wikimedia.org/wikipedia/commons/2/29/Bruce_Billson_headshot.jpg,Wikipedia (en),https://en.wikipedia.org/wiki/Bruce_Billson,,,,,,,,,,,,,,,,,,,,,Wikipedia (pl),https://pl.wikipedia.org/wiki/Bruce_Billson,,,,,,,,,,,,,,,,,,,,,Wikipedia (zh),https://zh.wikipedia.org/wiki/布魯斯·比爾森,,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/brucebillsonMP,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/BruceBillsonMP,,,,,,,,,,,,,,,,,,,,,website,http://www.brucebillson.com.au/,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Bruce_Billson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Billson,de,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl,Bruce Billson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zh,布魯斯·比爾森,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billson, Bruce"
0,1970-02-03,email,Ed.Husic.MP@aph.gov.au,twitter,edhusicmp,,,,Ed.Husic.MP@aph.gov.au,Husic,male,Ed,,c344052a-1711-4438-9104-68eef7ac0dc7,91219,aph,,,,,,,,,,,,,,,,,,,,,10749,everypolitician_legacy,,,,,10749,openaustralia,Q5334974,wikidata,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/91219/upload_ref_binary/91219.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/91219/upload_ref_binary/91219.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Ed_Husic,,,,,,,,,,,,,,,,,,,,,Wikipedia (id),https://id.wikipedia.org/wiki/Ed_Husic,,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/ehusic,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/edhusicmp,,,,,,,,,,,,,,,,,,,,,website,http://www.edhusic.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ed Husic,de,Ed Husic,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Ed Husic,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Ed Husic,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Ed Husic,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Ed Husic,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,id,Ed Husic,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Ed Husic,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Husic, Ed"
0,1959-06-03,,,,,,,,,Wilkie,male,Kim,,c3f9cd1c-a911-43b5-97bd-a7c401dc5043,10672,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10672,openaustralia,,,,,Q6409565,wikidata,,,,,,,,,,,,,,,,,,Wikipedia (en),https://en.wikipedia.org/wiki/Kim_Wilkie,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Kim_Wilkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Wilkie,de,Kim Wilkie,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Kim Wilkie,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Kim Wilkie,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Kim Wilkie,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Kim Wilkie,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Kim Wilkie,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkie, Kim"
0,1966-01-06,email,Bernie.Ripoll.MP@aph.gov.au,twitter,bernieripoll_mp,,,,Bernie.Ripoll.MP@aph.gov.au,Ripoll,male,Bernie,,c40873b8-6003-4471-81fb-1098dcbfc03d,83E,aph,,,,,,,,,,,,,,,,,,,,,10542,everypolitician_legacy,,,,,10542,openaustralia,Q4894478,wikidata,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83E/upload_ref_binary/83E.JPG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83E/upload_ref_binary/83E.JPG,https://upload.wikimedia.org/wikipedia/commons/b/b6/Bernie_Ripoll_MP_2005.jpg,Wikipedia (en),https://en.wikipedia.org/wiki/Bernie_Ripoll,,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/Bernie-Ripoll-47126097966,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/bernieripoll_mp,,,,,,,,,,,,,,,,,,,,,website,http://www.bernieripoll.com.au/,,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Bernie_Ripoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernie Ripoll,de,Bernie Ripoll,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Bernie Ripoll,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Bernie Ripoll,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Bernie Ripoll,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Bernie Ripoll,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,Bernie Ripoll,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Bernie Ripoll,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripoll, Bernie"
0,1970-01-31,,,,,,,,,Johnson,male,Michael,,c45243fe-ee39-410e-a1a5-29b32f93f4af,10342,everypolitician_legacy,,,,,,,,,,,,,,,,,,,,,10342,openaustralia,,,,,Q6831690,wikidata,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/87/Michael_Johnson_MP.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Michael_Johnson_MP.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Michael_Johnson_(Australian_politician),,,,,,,,,,,,,,,,,,,,,wikipedia,http://en.wikipedia.org/wiki/Michael_Johnson_(politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Johnson,ar,مايكل جونسون,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,Michael Johnson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Michael Johnson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,Michael Johnson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Michael Johnson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hu,Michael Johnson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Michael Johnson,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson, Michael"
0,1974-05-07,twitter,Ted4Fairfax,,,,,,,O'Brien,male,Ted,,c4552072-a5c5-4e22-a13c-2ffe4c9bb6a9,138932,aph,,,,,,,,,,,,,,,,,,,,,10866,openaustralia,,,,,Q27435056,wikidata,,,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/138932/upload_ref_binary/138932.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/138932/upload_ref_binary/138932.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Ted_O'Brien_(Australian_politician),,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/Ted4Fairfax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ted O'Brien,en,Ted O'Brien,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Ted O'Brien,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Brien, Ted"
0,1981-08-28,email,Trevor.Evans.MP@aph.gov.au,,,,,,Trevor.Evans.MP@aph.gov.au,Evans,male,Trevor,,c50c398d-934b-433a-96d8-537d8958d0c3,61378,aph,,,,,,,,,,,,,,,,,,,,,10881,openaustralia,,,,,Q27435052,wikidata,,,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/61378/upload_ref_binary/61378.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/61378/upload_ref_binary/61378.jpg,https://upload.wikimedia.org/wikipedia/commons/8/83/Trevor_Evans_MP_.jpg,Wikipedia (en),https://en.wikipedia.org/wiki/Trevor_Evans_(politician),,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/trevorevansbne,,,,,,,,,,,,,,,,,,,,,website,http://www.trevorevans.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Evans,en,Trevor Evans,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Trevor Evans,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans, Trevor"
0,1979-05-10,email,Pat.Conroy.MP@aph.gov.au,twitter,PatConroy1,,,,Pat.Conroy.MP@aph.gov.au,Conroy,male,Pat,,c517108b-ba32-438a-8eb7-994aaf70d054,249127,aph,,,,,,,,,,,,,,,,,,,,,10813,everypolitician_legacy,,,,,10813,openaustralia,Q16218414,wikidata,,,,,,,,,,,,,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249127/upload_ref_binary/249127.jpg,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249127/upload_ref_binary/249127.jpg,,Wikipedia (en),https://en.wikipedia.org/wiki/Pat_Conroy_(politician),,,,,,,,,,,,,,,,,,,,,facebook,https://facebook.com/PatConroyLaborforCharlton,,,,,,,,,,,,,,,,,,,,,twitter,https://twitter.com/PatConroy1,,,,,,,,,,,,,,,,,,,,,website,http://www.patconroy.com.au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pat Conroy,de,Pat Conroy,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Pat Conroy,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fr,Pat Conroy,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nl,Pat Conroy,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ru,Пэт Конрой,multilingual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conroy, Pat"
